Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
413.0749222500002,1630,,,,-0.04345703125,0.156640625,-1.1431640625,-0.8431528699753764,-2.819465411925017,22.455595777067746,22.24360062739381,0,0,499.49462900816224,0,0,0,0,1.84775390625,,
419.0826305000002,1585,,,,0.01318359375,0.0068359375,-1.00927734375,-0.7492038513218617,-2.5083077975320522,22.61014060842125,17.823029877476646,0,0,402.9810387965434,0,0,0,0,1.94873046875,,
425.1910480000004,1540,,,,0.02607421875,0.002734375,-1.000390625,-0.6633113740170294,-2.2441369774702187,22.700000029830544,13.900354210516692,0,0,315.53818612684114,0,0,0,0,1.8875,,
431.1952360000002,1495,,,,0.00439453125,0.017578125,-0.97939453125,-0.5795533757875606,-1.9583295894625614,22.85177768027717,10.404340829983683,0,0,237.75754353833184,0,0,0,0,1.77587890625,,
437.2867035000004,1450,,,,-0.327734375,0.776171875,-0.72880859375,-0.48671931305442123,-1.6486495636239247,23.02943149678348,6.886620289786629,0,0,158.59488471882315,0,0,0,0,1.811328125,,
443.52228150000036,1405,,,,0.012109375,0.0197265625,-0.99794921875,-0.4032618026751494,-1.368772049582628,23.182206771318775,4.0409972845225015,0,0,93.67922854025221,0,0,0,0,1.01689453125,,
449.64479875000023,1360,,,,0.0271484375,-0.015234375,-1.0083984375,-0.32758233823827154,-1.1222614267249729,23.304312240712328,1.742444330662984,0,0,40.606362351872676,0,0,0,0,0.99833984375,,
455.63114200000035,1315,,,,0.02841796875,0.00087890625,-1.0091796875,-0.26133388029206844,-0.8882945268550039,23.400573532792073,-0.04618970025169893,0,0,1.0808649347129917,0,0,0,0,0.89921875,,
461.76889500000016,1270,,,,0.0166015625,0.0146484375,-0.996484375,-0.2035821440974376,-0.6893984295100649,23.469037752892454,-1.4800470219187774,0,0,34.73527497927971,0,0,0,0,0.48564453125,,
467.7993305000003,1225,,,,0.03330078125,-0.0078125,-0.9998046875,-0.15435343865702428,-0.513105015595865,23.525207621806747,-2.528170425171773,0,0,59.47573107523495,0,0,0,0,0.50927734375,,
473.8787615000004,1180,,,,0.03115234375,0.0072265625,-0.99990234375,-0.10791096856384366,-0.35411971883170107,23.569723929338096,-3.3262250919324523,0,0,78.39821310816696,0,0,0,0,0.55205078125,,
479.9742687500003,1135,,,,0.02216796875,0.023828125,-0.9958984375,-0.07492283261072202,-0.22824910104022483,23.599138085472212,-3.865700514173342,0,0,91.22720430708011,0,0,0,0,0.5185546875,,
486.1392990000003,1090,,,,0.0220703125,0.03720703125,-0.98583984375,-0.047664819308753194,-0.15875817274015339,23.620247810662512,-4.236190953427923,0,0,100.05988123147395,0,0,0,0,0.15537109375,,
492.25451900000036,1045,,,,0,0.05478515625,-0.97197265625,-0.03964852409030149,-0.11562405494211711,23.635861262483132,-4.463144464945079,0,0,105.49026274374926,0,0,0,0,0.05859375,,
498.29092825000015,1000,,,,0.0025390625,0.051953125,-0.97314453125,-0.03974411461232806,-0.1324613051319698,23.641319170990506,-4.469564606595751,0,0,105.66640278840637,0,0,0,0,0.05859375,,
